local_timestamp,game,home_team,away_team,sportsbook,outcome_name,outcome_target,outcome_line,outcome_over_under,odds,link
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,145.5,U,+150,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865U14550_3
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,148.5,U,+110,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865U14850_3
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,146.5,U,+135,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865U14650_3
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,153.5,O,+115,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O15350_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,152.5,O,+105,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O15250_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,149.5,O,-135,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O14950_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,151.5,O,-110,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O15150_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,146.5,O,-185,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O14650_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,145.5,O,-205,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O14550_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,144.5,O,-230,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O14450_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,153.5,U,-160,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865U15350_3
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,152.5,U,-140,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865U15250_3
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,151.5,U,-125,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865U15150_3
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,148.5,O,-150,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865O14850_1
2026-01-22 21:19:21,"Southern Illinois Cougars vs Tennessee Blue Raiders, 2026-01-22, 09",Southern Illinois Cougars,Tennessee Blue Raiders,draftkings,Total,,149.5,U,+100,https://sportsbook.draftkings.com/event/tennessee-state-%40-siu-edwardsville/33504083?outcomes=0OU83094865U14950_3
2026-01-22 21:19:20,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,draftkings,Total,,142.5,U,-215,https://sportsbook.draftkings.com/event/idaho-state-%40-montana-state/33504072?outcomes=0OU83095099U14250_3
2026-01-22 21:19:20,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,draftkings,Total,,142.5,O,+160,https://sportsbook.draftkings.com/event/idaho-state-%40-montana-state/33504072?outcomes=0OU83095099O14250_1
2026-01-22 21:19:20,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,draftkings,Total,,143.5,U,-245,https://sportsbook.draftkings.com/event/idaho-state-%40-montana-state/33504072?outcomes=0OU83095099U14350_3
2026-01-22 21:19:20,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,draftkings,Total,,138.5,O,+100,https://sportsbook.draftkings.com/event/idaho-state-%40-montana-state/33504072?outcomes=0OU83095099O13850_1
2026-01-22 21:19:20,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,draftkings,Total,,138.5,U,-135,https://sportsbook.draftkings.com/event/idaho-state-%40-montana-state/33504072?outcomes=0OU83095099U13850_3
2026-01-22 21:19:20,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,draftkings,Total,,141.5,U,-190,https://sportsbook.draftkings.com/event/idaho-state-%40-montana-state/33504072?outcomes=0OU83095099U14150_3
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,129.5,O,-400,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049586&selectionId=7017823
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,147.5,U,-330,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049592&selectionId=7017824
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,147.5,O,+220,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049592&selectionId=7017823
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,135.5,U,+125,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049609&selectionId=7017824
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,135.5,O,-175,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049609&selectionId=7017823
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,129.5,U,+250,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049586&selectionId=7017824
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,132.5,U,+175,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049596&selectionId=7017824
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,141.5,U,-155,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049579&selectionId=7017824
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,141.5,O,+110,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049579&selectionId=7017823
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,144.5,U,-220,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049622&selectionId=7017824
2026-01-22 21:19:17,"Montana State Bobcats vs Idaho State Bengals, 2026-01-22, 09",Montana State Bobcats,Idaho State Bengals,fanduel,Total,,144.5,O,+150,https://sportsbook.fanduel.ca/addToBetslip?marketId=801.154049622&selectionId=7017823
